rain_1h,rain_3h,rain_24h,soil_moisture,elevation,slope,hist_count,hist_fatalities,label
1.5,7.0,29.6,0.238,1661.9,20.4,0,0,0
25.2,35.6,110.0,0.387,2193.7,29.4,25,0,1
2.3,7.9,40.0,0.306,2021.9,39.0,1,0,0
8.7,23.8,54.2,0.493,2614.0,45.8,24,0,1
34.4,53.3,184.7,0.472,1549.2,41.8,18,0,1
6.8,23.8,61.9,0.221,1290.0,23.4,2,0,0
19.2,54.4,104.3,0.558,131.7,6.2,0,0,0
6.5,24.1,58.6,0.261,1979.6,20.6,4,0,0
11.0,34.0,120.5,0.433,2735.7,40.6,5,0,1
1.3,3.8,20.1,0.209,2398.8,25.1,4,0,0
25.9,51.4,159.9,0.546,55.4,13.4,1,0,0
7.9,23.7,65.8,0.31,1663.4,31.3,1,0,0
47.4,82.8,161.1,0.535,308.3,4.2,1,0,0
9.7,22.0,190.3,0.399,741.7,39.0,20,1,1
7.5,22.8,137.6,0.41,3194.9,23.0,24,0,1
11.2,60.5,109.2,0.561,493.8,33.3,3,0,1
26.4,43.4,148.4,0.558,2010.9,55.5,9,0,0
24.5,47.1,118.1,0.46,124.5,4.7,0,0,0
9.0,29.7,77.6,0.575,1294.1,46.2,16,1,1
17.8,58.3,217.4,0.475,352.9,52.9,16,0,1
14.2,73.1,224.3,0.545,999.3,31.9,23,0,1
11.5,22.9,89.0,0.449,287.9,5.7,2,0,0
0.1,0.5,2.3,0.149,122.4,3.5,0,0,0
18.2,55.9,128.1,0.433,304.7,8.6,1,0,0
23.1,35.4,64.5,0.56,2797.5,35.7,10,1,1
35.1,66.8,157.3,0.41,544.6,35.7,10,0,1
25.0,79.2,233.5,0.396,2414.2,27.9,22,0,1
1.5,3.9,15.3,0.178,299.3,4.5,0,0,0
5.7,18.2,51.4,0.328,2208.7,41.4,3,0,0
16.9,37.7,227.9,0.551,449.0,40.8,17,0,1
3.0,14.5,67.4,0.242,2214.1,21.3,3,0,0
25.1,59.0,166.7,0.567,2992.2,46.8,5,0,1
2.6,25.3,72.1,0.312,1383.4,27.2,2,0,0
33.4,85.0,171.6,0.458,281.4,2.8,1,0,0
19.1,56.5,186.5,0.49,159.0,9.1,0,0,0
0.1,0.7,1.9,0.25,214.6,1.0,0,0,0
13.4,37.7,208.3,0.453,1474.4,21.5,10,0,1
18.1,31.8,118.8,0.426,2633.7,54.4,11,0,1
5.9,16.3,40.7,0.226,1390.7,40.2,4,0,0
23.6,40.2,81.2,0.419,2693.6,27.4,2,0,1
29.6,62.2,205.9,0.552,144.1,13.4,0,0,0
8.2,22.4,77.0,0.518,2584.5,21.1,25,0,1
12.6,55.7,173.6,0.451,3071.0,29.0,9,1,1
15.6,31.0,82.9,0.534,1062.6,34.7,7,0,1
20.0,53.4,151.0,0.567,2031.9,25.9,20,0,1
3.4,31.5,70.2,0.32,2105.7,38.1,0,0,0
0.9,4.9,13.2,0.182,273.1,1.5,0,0,0
18.3,48.6,106.7,0.488,2569.1,39.2,1,0,1
12.7,43.6,121.0,0.449,233.9,5.1,1,0,0
26.7,57.5,150.9,0.517,197.4,11.1,1,0,0
4.0,11.1,58.4,0.252,1441.6,41.5,4,0,0
10.3,45.8,132.6,0.577,1502.0,23.1,10,0,1
32.6,62.4,154.8,0.393,715.5,20.6,9,1,1
0.1,1.6,27.6,0.194,187.2,1.6,0,0,0
0.7,3.8,24.5,0.258,58.4,10.4,0,0,0
0.0,1.3,12.9,0.144,51.4,2.8,0,0,0
13.1,52.0,157.6,0.545,1788.2,30.0,22,0,1
14.9,73.9,180.7,0.509,3036.3,40.1,19,0,1
12.2,31.4,105.4,0.423,185.1,11.1,1,0,0
34.7,95.1,196.5,0.488,98.4,1.9,0,0,0
1.9,4.1,16.3,0.311,297.6,4.4,0,0,0
24.3,63.7,204.0,0.497,1013.4,24.4,8,0,1
19.7,74.6,152.5,0.475,1510.1,21.8,22,0,1
0.2,0.4,2.8,0.124,91.4,10.9,0,0,0
15.0,44.2,134.3,0.505,2018.3,46.5,13,2,1
0.1,0.7,9.8,0.226,108.7,8.7,0,0,0
14.3,37.1,153.7,0.462,2857.9,31.0,13,0,1
13.3,40.2,231.0,0.394,1504.4,29.9,23,0,1
4.2,10.0,34.0,0.343,1524.7,29.3,1,0,0
0.1,0.4,4.1,0.152,53.7,7.7,0,0,0
0.1,3.2,12.4,0.143,237.5,5.4,0,0,0
33.1,56.0,117.4,0.528,295.4,9.1,2,0,0
10.7,37.4,95.7,0.439,1502.5,27.7,22,0,1
10.5,36.3,219.1,0.546,2802.0,26.3,24,0,1
10.0,19.7,68.5,0.413,1426.0,31.9,7,2,1
10.8,36.3,86.4,0.528,236.3,13.2,2,0,0
0.2,1.5,4.1,0.256,289.4,11.1,0,0,0
38.1,72.7,189.7,0.419,131.7,10.8,0,0,0
10.2,25.6,89.1,0.512,2113.8,54.0,18,1,1
28.7,48.5,133.5,0.462,198.3,7.3,0,0,0
11.0,34.0,127.9,0.508,2275.5,36.5,11,0,1
11.2,21.7,54.5,0.56,1399.6,39.7,14,0,1
13.2,31.1,212.3,0.436,710.4,38.3,19,1,1
31.7,84.9,158.8,0.463,288.4,7.9,1,0,0
2.5,8.7,22.2,0.243,290.7,5.6,0,0,0
31.4,89.0,187.6,0.561,2036.9,44.5,3,0,1
4.1,9.7,22.6,0.274,1064.4,37.2,2,0,0
14.6,43.4,94.9,0.445,1254.5,26.3,11,0,0
12.5,31.1,83.9,0.424,2163.3,38.7,20,0,1
0.2,0.5,8.0,0.29,209.1,11.5,0,0,0
21.7,56.8,161.3,0.413,1177.3,31.3,4,0,1
7.3,21.7,83.0,0.506,1672.3,40.5,19,0,1
0.3,0.9,7.3,0.268,172.3,0.9,0,0,0
0.9,9.2,49.8,0.296,1614.6,23.6,4,0,0
3.6,8.4,28.7,0.212,187.8,1.6,0,0,0
24.1,50.3,129.3,0.541,3128.7,48.7,1,0,1
2.9,9.2,52.0,0.227,1369.2,26.7,3,0,0
43.4,77.3,161.4,0.567,2575.2,40.3,15,0,1
17.2,78.8,146.4,0.4,714.6,28.3,18,0,1
19.3,36.9,73.5,0.381,1316.1,27.4,24,2,1
14.4,30.2,94.4,0.401,1631.3,30.6,4,0,1
0.1,1.4,4.0,0.179,86.7,3.0,0,0,0
15.5,23.5,102.1,0.499,3063.3,55.9,25,0,1
7.5,20.8,51.0,0.487,1826.3,48.4,7,1,1
40.1,68.8,218.2,0.565,2249.3,23.6,7,0,1
29.1,48.3,210.9,0.565,1265.3,45.9,13,0,1
15.8,23.7,85.5,0.474,1227.0,49.7,10,0,1
8.0,19.6,64.5,0.272,1708.3,34.8,4,0,0
10.2,26.7,125.7,0.489,1823.0,50.5,22,0,1
21.2,56.6,176.4,0.415,606.8,18.9,18,0,1
33.0,85.7,202.6,0.519,3103.3,40.5,25,0,1
1.3,4.7,15.1,0.185,123.3,9.8,0,0,0
5.0,10.5,27.9,0.28,108.8,8.4,0,0,0
30.1,83.1,214.7,0.441,2101.0,22.7,3,0,1
10.0,20.5,105.7,0.492,1475.0,24.5,24,0,1
29.1,54.5,180.5,0.391,2076.6,47.8,3,0,1
17.9,55.9,172.2,0.57,3070.1,23.5,11,0,1
19.0,46.6,84.6,0.57,2980.9,43.9,21,0,1
24.6,56.2,128.5,0.516,114.4,6.5,2,0,0
0.0,0.4,1.3,0.216,116.8,8.3,0,0,0
20.1,43.8,163.0,0.425,204.5,13.8,1,0,0
21.6,41.7,134.0,0.574,1689.5,34.3,11,0,1
16.7,40.6,194.6,0.471,2466.2,48.6,18,0,1
20.4,44.2,138.0,0.469,46.3,12.0,2,0,0
24.9,53.5,158.4,0.433,540.4,49.6,6,0,1
5.7,26.7,61.1,0.231,1192.9,31.3,0,0,0
17.9,48.1,189.3,0.416,3053.2,36.0,7,0,0
16.0,62.4,123.7,0.422,320.9,9.7,0,0,0
24.5,42.9,78.8,0.426,3049.4,39.2,12,0,1
24.8,40.1,206.5,0.551,2934.5,55.4,24,0,1
1.6,6.7,52.6,0.215,1060.4,33.3,0,0,0
17.7,26.6,105.3,0.553,1037.7,52.0,16,0,1
28.2,47.0,94.2,0.406,148.1,8.1,0,0,0
12.4,21.5,85.1,0.542,1742.4,38.8,19,0,1
26.4,67.8,131.8,0.558,190.7,13.1,1,0,0
0.6,6.2,23.1,0.255,55.0,9.1,0,0,0
13.3,18.3,51.6,0.553,404.4,52.7,21,0,1
13.4,71.1,135.6,0.509,461.6,46.3,15,0,1
30.3,78.9,143.6,0.526,1717.0,38.6,22,1,1
16.4,64.9,139.0,0.486,1630.7,50.8,18,0,0
26.7,35.3,96.1,0.535,1434.9,39.3,12,0,1
37.4,79.6,235.3,0.531,917.3,38.4,17,0,0
19.3,48.4,98.0,0.51,70.5,7.4,1,0,0
12.7,33.0,224.6,0.417,2749.7,42.8,12,2,1
0.8,3.0,16.0,0.19,260.2,11.3,0,0,0
6.1,15.2,39.9,0.267,2390.8,36.6,3,0,0
13.1,20.7,76.7,0.41,1167.1,23.2,19,0,1
1.7,5.0,40.9,0.315,1923.1,34.1,4,0,0
24.5,47.1,157.6,0.425,1098.0,20.4,14,0,1
10.4,32.2,148.3,0.486,1251.3,33.7,11,0,1
2.4,10.3,33.4,0.335,1822.7,27.3,1,0,0
11.9,25.0,58.3,0.196,698.9,22.5,3,0,0
4.4,14.4,34.2,0.186,1932.2,39.6,2,0,0
9.8,28.4,120.6,0.566,3191.4,43.0,2,0,1
26.0,37.1,119.8,0.543,772.3,29.3,4,0,0
0.3,2.6,22.7,0.221,234.9,11.4,0,0,0
20.2,46.9,90.2,0.468,265.5,9.9,1,0,0
13.9,30.8,208.7,0.485,1305.9,55.3,19,0,1
16.8,34.4,225.6,0.5,3134.4,27.8,2,0,1
12.0,67.2,179.6,0.479,483.4,29.0,4,0,1
8.0,16.8,53.8,0.503,1214.1,46.7,8,2,1
3.4,8.4,50.4,0.339,1763.0,22.0,1,0,0
44.8,90.6,171.7,0.443,59.8,13.0,1,0,0
1.3,4.1,13.4,0.267,294.3,8.3,0,0,0
2.2,6.4,43.0,0.219,1552.2,35.9,3,0,0
7.6,18.8,81.5,0.452,2394.3,22.7,8,0,1
16.3,30.0,118.1,0.439,2336.6,25.6,6,0,1
18.1,43.2,167.0,0.542,1878.7,33.6,21,0,1
23.9,33.2,55.9,0.458,2046.3,52.6,25,0,1
4.0,14.0,62.7,0.333,2234.3,29.6,2,0,0
17.6,54.6,125.6,0.465,2714.8,28.1,10,0,1
26.3,94.3,188.9,0.525,214.4,8.4,0,0,0
12.0,29.2,211.0,0.565,1584.5,47.0,16,0,1
0.8,2.1,6.6,0.126,82.7,10.4,0,0,0
21.2,54.3,127.8,0.55,1060.8,22.5,5,1,1
23.9,42.2,137.6,0.404,1918.4,32.2,7,0,1
0.6,3.2,27.4,0.289,1296.5,23.6,3,0,0
47.3,93.6,225.3,0.393,2566.6,18.9,17,0,1
18.0,27.4,92.7,0.409,459.2,54.7,16,0,1
22.7,37.4,161.6,0.442,2453.1,48.3,20,0,1
1.1,5.8,26.0,0.154,68.2,6.0,0,0,0
0.3,1.8,8.8,0.171,67.2,8.6,0,0,0
27.8,61.7,207.8,0.541,2619.2,40.6,2,0,1
3.1,24.5,72.5,0.221,1906.5,40.9,3,0,0
3.6,7.6,32.8,0.33,2319.6,20.2,4,0,0
1.8,6.7,51.2,0.358,646.0,35.0,4,0,0
4.8,10.5,28.2,0.328,2079.1,32.4,3,0,0
30.6,45.2,180.1,0.562,1387.4,20.1,13,0,1
1.2,3.5,22.2,0.309,282.6,1.3,0,0,0
0.5,6.2,28.1,0.204,252.6,2.5,0,0,0
21.1,45.7,181.7,0.442,224.3,9.3,2,0,0
11.2,26.4,201.9,0.448,1474.6,42.6,12,0,1
19.8,49.9,187.3,0.42,178.7,6.4,1,0,0
22.7,56.5,115.2,0.389,896.4,40.0,9,1,1
5.0,10.2,36.5,0.283,1496.9,34.1,1,0,0
11.0,22.1,49.7,0.225,2261.6,35.7,1,0,0
16.4,55.8,180.8,0.424,2928.7,18.7,8,0,1
3.3,14.9,59.9,0.184,1377.6,40.6,4,0,0
38.1,75.0,157.1,0.446,237.8,1.8,0,0,0
15.0,33.5,136.9,0.441,1593.1,57.4,3,2,1
10.9,21.4,101.8,0.433,2057.4,57.0,11,0,1
9.9,25.2,95.3,0.408,386.3,37.0,11,0,1
23.1,71.3,191.4,0.419,213.8,6.0,0,0,0
23.2,49.3,196.7,0.445,263.4,1.8,2,0,0
35.7,54.6,180.1,0.478,829.5,49.8,6,0,1
3.9,13.3,31.5,0.201,792.5,35.2,0,0,0
19.2,50.4,84.4,0.406,459.3,57.6,5,0,1
24.2,40.6,72.6,0.579,478.9,47.5,12,1,1
41.7,74.3,206.2,0.557,218.4,5.3,1,0,0
23.3,52.8,210.6,0.565,2792.4,57.8,4,0,0
0.0,0.1,4.2,0.187,128.6,11.5,0,0,0
36.7,66.1,122.1,0.443,247.5,9.7,0,0,0
18.5,34.1,132.5,0.546,154.5,10.6,0,0,0
0.0,0.5,29.3,0.241,247.0,1.9,0,0,0
31.8,54.9,227.2,0.507,1784.6,50.2,22,0,1
13.2,64.3,150.9,0.554,2116.2,27.6,19,0,1
3.5,8.5,25.4,0.18,185.1,7.9,0,0,0
6.9,26.9,69.2,0.181,2269.9,24.8,2,0,0
9.4,19.2,57.8,0.196,1987.9,41.1,2,0,0
6.1,16.2,70.3,0.536,2811.5,18.4,1,0,1
13.1,28.9,181.6,0.481,2901.1,46.1,10,0,1
2.6,5.5,33.7,0.283,1329.1,38.0,0,0,0
24.6,44.7,87.8,0.493,66.4,4.4,1,0,0
5.6,13.0,55.5,0.201,2203.2,29.1,3,0,0
18.2,32.9,97.8,0.551,115.2,2.0,1,0,0
1.1,3.2,20.9,0.19,67.6,1.4,0,0,0
2.7,8.3,22.7,0.224,1973.4,31.9,1,0,0
4.9,23.3,57.0,0.219,2045.5,28.4,1,0,0
20.7,27.9,224.3,0.457,3124.0,54.9,2,0,1
0.0,0.1,9.7,0.164,146.3,5.1,0,0,0
41.9,85.6,181.4,0.412,273.2,6.0,0,0,0
11.5,26.7,85.5,0.513,1573.1,37.0,4,0,1
16.8,46.3,93.6,0.414,450.2,32.3,11,1,1
0.3,2.3,17.9,0.157,280.3,6.0,0,0,0
0.3,0.9,5.5,0.124,108.0,5.7,0,0,0
10.1,28.5,126.7,0.43,1046.2,56.3,18,1,1
1.5,5.3,20.3,0.149,61.9,4.3,0,0,0
5.0,13.5,35.6,0.186,2139.6,32.8,4,0,0
22.7,72.7,189.1,0.539,168.5,6.4,1,0,0
32.9,60.9,112.0,0.483,114.5,1.4,2,0,0
13.4,27.7,67.0,0.457,2668.1,53.0,21,2,1
4.4,15.3,36.4,0.244,1986.1,36.5,3,0,0
36.4,79.7,165.3,0.403,71.5,12.4,1,0,0
25.3,65.7,228.0,0.413,1431.4,57.6,21,0,1
0.9,7.9,26.4,0.283,248.5,1.1,0,0,0
31.8,79.3,149.1,0.415,2213.0,32.6,21,1,1
4.2,20.0,49.5,0.184,1823.0,31.3,3,0,0
0.8,1.7,11.7,0.2,146.1,2.5,0,0,0
27.8,70.6,193.6,0.575,2272.3,30.7,25,1,1
10.9,16.2,75.2,0.517,728.9,26.7,4,0,1
26.8,72.1,140.3,0.512,322.5,9.0,0,0,0
25.7,51.3,119.0,0.433,166.5,10.0,2,0,0
15.6,25.3,93.7,0.561,2800.0,20.8,8,0,1
17.5,33.1,112.7,0.508,130.2,3.4,0,0,0
23.7,44.0,180.3,0.432,2309.3,51.1,10,0,1
0.1,8.9,22.8,0.215,179.1,5.1,0,0,0
34.0,86.2,181.7,0.397,1463.4,25.2,3,0,1
17.9,24.3,84.5,0.5,1985.9,53.7,23,0,1
10.2,20.5,137.0,0.456,2807.3,35.6,14,0,1
29.0,66.2,191.0,0.53,202.9,3.9,1,0,0
35.6,74.5,201.0,0.461,231.7,11.1,0,0,0
30.0,76.8,177.4,0.46,338.5,6.6,2,0,0
4.8,10.4,54.2,0.252,2247.7,32.5,4,0,0
3.3,11.0,41.9,0.269,2125.0,37.0,4,0,0
2.3,22.9,53.6,0.324,2099.7,24.4,3,0,0
0.6,4.9,18.0,0.16,134.7,3.3,0,0,0
37.5,62.6,118.9,0.448,2373.2,19.2,4,0,1
2.0,4.4,11.5,0.268,50.4,6.7,0,0,0
21.9,41.0,94.4,0.448,594.7,51.8,14,0,1
27.3,85.8,209.9,0.382,740.1,33.0,8,0,1
19.6,70.1,220.1,0.476,1746.8,29.2,25,0,1
6.3,19.8,51.1,0.499,2554.9,43.0,22,0,1
25.3,74.5,148.7,0.544,1904.6,30.8,3,0,1
17.2,51.1,164.1,0.424,252.0,2.6,1,0,0
6.2,17.6,76.1,0.547,2868.5,19.5,11,1,1
7.9,23.2,67.5,0.394,1491.6,20.5,14,0,1
30.6,49.2,141.3,0.405,589.0,24.4,15,1,1
1.9,5.0,27.2,0.298,145.8,8.6,0,0,0
0.1,1.3,4.3,0.302,202.8,5.5,0,0,0
25.6,68.5,230.7,0.419,2727.8,20.8,9,0,1
1.1,7.8,25.8,0.352,1566.6,40.3,0,0,0
29.0,86.9,191.6,0.425,311.7,2.2,1,0,0
4.4,13.6,56.5,0.296,2297.0,39.6,0,0,0
3.2,7.6,28.3,0.253,62.5,1.0,0,0,0
11.1,18.6,87.3,0.562,473.4,30.1,1,0,1
20.0,33.6,71.5,0.462,1044.5,23.1,19,0,1
21.8,36.2,206.0,0.476,975.2,34.4,5,0,1
17.0,39.9,111.0,0.542,304.0,3.4,2,0,0
3.7,10.8,71.1,0.314,721.2,37.4,1,0,0
3.3,18.4,41.2,0.191,1858.0,22.3,3,0,0
3.5,7.6,46.5,0.221,601.4,30.3,1,0,0
17.4,45.8,160.7,0.525,258.4,13.2,1,0,0
27.9,77.3,233.0,0.429,1560.9,25.0,11,0,1
18.2,43.1,136.1,0.555,1204.2,49.8,22,0,1
49.0,89.2,195.8,0.506,221.4,7.3,2,0,0
0.1,0.2,4.7,0.31,295.1,3.1,0,0,0
9.6,20.9,53.9,0.444,628.5,37.5,23,0,1
14.3,38.9,147.0,0.433,326.8,12.1,1,0,0
20.6,36.7,64.9,0.491,699.8,47.0,5,0,1
2.3,5.8,23.4,0.317,922.8,21.0,2,0,0
1.1,2.6,10.5,0.158,220.5,6.2,0,0,0
1.6,10.1,25.6,0.249,128.8,1.9,0,0,0
0.1,0.4,3.7,0.122,289.6,6.6,0,0,0
17.6,31.4,123.6,0.416,285.2,4.8,0,0,0
0.2,4.9,27.2,0.123,132.0,7.2,0,0,0
6.4,18.8,59.3,0.506,2529.4,42.0,6,0,1
13.0,32.1,80.1,0.485,1812.2,25.0,5,0,1
13.0,24.5,123.2,0.477,1511.4,27.3,1,0,1
23.7,67.8,181.9,0.519,843.3,44.8,24,1,1
20.9,34.4,74.4,0.476,2483.8,52.1,7,0,1
0.1,0.4,1.4,0.283,253.4,11.2,0,0,0
1.6,9.0,43.1,0.274,2379.9,39.3,4,0,0
5.7,15.6,41.7,0.305,759.1,25.4,3,0,0
3.1,6.6,20.8,0.24,138.1,7.3,0,0,0
18.1,68.0,229.7,0.511,2641.1,29.4,2,0,1
26.2,44.5,189.9,0.498,774.6,40.9,1,0,0
0.3,2.6,8.6,0.251,160.2,5.5,0,0,0
24.1,63.4,224.8,0.398,2760.7,55.7,19,0,1
14.9,27.9,91.9,0.407,1873.4,47.0,3,0,1
0.1,2.5,16.2,0.222,271.1,8.0,0,0,0
15.8,37.2,105.1,0.412,1283.2,41.1,11,0,1
37.1,75.1,179.0,0.54,257.9,2.0,0,0,0
25.4,55.0,169.9,0.512,2918.6,30.9,4,0,1
10.4,24.1,159.8,0.391,1672.4,37.0,16,0,1
37.0,53.6,143.2,0.488,359.4,56.2,25,0,1
3.5,9.7,50.3,0.183,850.7,36.9,0,0,0
1.0,6.4,16.1,0.122,240.9,1.8,0,0,0
29.6,83.0,208.4,0.538,2303.3,40.3,14,0,1
19.9,29.0,132.5,0.55,2996.7,43.4,21,0,1
8.9,25.7,83.8,0.563,2240.1,52.1,5,0,1
13.3,31.9,126.6,0.405,687.4,41.1,13,0,1
12.7,34.1,205.3,0.471,2188.6,34.1,24,0,1
31.7,73.0,186.4,0.401,197.4,8.9,0,0,0
2.3,13.9,40.1,0.344,1804.8,34.6,1,0,0
3.4,17.8,49.7,0.357,1998.3,26.1,0,0,0
14.6,23.9,176.3,0.531,1573.3,21.6,4,0,1
0.0,0.2,1.0,0.26,167.6,0.9,0,0,0
0.1,0.2,3.1,0.14,143.1,11.7,0,0,0
26.5,60.0,173.4,0.504,1911.7,57.0,13,0,1
16.7,38.0,131.6,0.521,1793.8,33.3,16,0,1
47.4,66.9,120.4,0.513,1428.5,20.3,12,1,1
42.1,63.1,110.1,0.515,2592.8,21.4,1,1,1
39.8,51.2,223.4,0.497,1534.2,48.2,18,0,1
0.7,2.6,9.6,0.154,196.1,4.0,0,0,0
2.2,11.0,50.3,0.232,2179.4,35.6,3,0,0
2.0,12.0,29.9,0.283,2080.0,24.9,0,0,0
2.0,6.1,25.7,0.314,1879.2,23.0,0,0,0
15.0,33.7,128.5,0.504,1125.6,42.9,7,0,1
14.7,47.6,155.1,0.505,2191.6,35.9,14,0,1
24.4,46.6,112.1,0.437,48.8,8.0,1,0,0
32.7,57.4,121.4,0.45,858.6,39.5,17,0,1
14.1,25.9,175.5,0.397,2481.8,39.2,10,0,1
18.0,24.1,187.3,0.44,531.2,56.2,12,0,1
0.8,4.9,48.7,0.264,1968.8,35.7,3,0,0
4.9,14.2,58.6,0.494,1072.1,28.2,3,0,0
2.7,6.3,23.8,0.289,193.2,10.2,0,0,0
9.5,20.5,45.5,0.27,1084.6,30.0,0,0,0
12.4,41.0,219.5,0.467,2803.6,52.0,15,0,1
23.0,30.8,107.6,0.453,3097.8,49.6,18,0,1
11.1,24.9,238.7,0.567,2386.8,36.1,9,0,1
12.8,42.9,158.2,0.531,200.2,4.7,2,0,0
0.0,0.1,2.6,0.319,106.2,3.7,0,0,0
0.3,1.0,28.5,0.315,202.6,10.2,0,0,0
10.9,27.0,55.1,0.546,547.1,51.9,14,0,1
0.9,3.8,14.9,0.286,180.2,9.4,0,0,0
34.9,76.6,132.8,0.535,770.1,30.3,11,0,1
24.6,63.1,147.7,0.45,64.9,8.1,2,0,0
1.3,10.6,30.5,0.304,2148.1,27.8,2,0,0
17.8,30.8,74.5,0.451,1481.7,47.7,14,0,1
17.1,26.0,193.4,0.554,1906.3,54.3,22,0,1
1.9,5.4,16.0,0.151,254.7,1.5,0,0,0
27.3,55.9,156.6,0.472,1869.4,39.9,22,0,1
16.4,48.0,114.3,0.573,365.1,21.6,5,0,1
34.8,67.0,177.1,0.572,2295.3,30.8,4,0,1
16.9,65.8,112.5,0.515,856.3,51.1,20,0,1
32.8,57.2,223.1,0.475,1353.5,42.7,18,1,1
1.9,7.1,21.2,0.293,1168.5,24.9,1,0,0
1.0,2.9,15.1,0.124,79.6,5.9,0,0,0
42.1,74.4,140.6,0.532,164.8,8.5,1,0,0
9.4,16.0,72.4,0.474,904.4,22.8,22,0,1
18.3,28.5,221.4,0.384,3139.1,52.3,22,2,1
13.3,33.3,185.5,0.547,690.4,35.7,23,0,1
3.2,7.8,33.7,0.18,2252.9,26.5,3,0,0
13.2,25.7,62.0,0.434,2710.8,31.5,19,0,1
14.5,37.7,178.2,0.466,3188.1,18.9,10,0,1
0.2,0.8,4.3,0.27,128.8,10.8,0,0,0
10.2,52.4,124.7,0.398,2698.1,43.0,16,0,0
37.4,60.2,228.4,0.388,661.6,36.3,2,1,1
0.5,1.2,23.4,0.148,261.1,4.7,0,0,0
2.0,10.8,39.8,0.333,858.6,35.5,3,0,0
14.8,18.7,60.8,0.409,526.8,49.4,7,0,0
34.6,64.6,154.8,0.453,986.4,48.9,24,1,1
10.0,37.0,153.5,0.425,996.0,33.4,12,0,1
1.6,3.8,20.6,0.182,1160.7,39.6,0,0,0
24.2,52.5,123.4,0.483,1709.8,55.4,16,0,1
0.0,0.3,22.1,0.299,155.4,8.3,0,0,0
19.3,27.7,103.2,0.533,1291.0,48.9,19,0,1
10.9,26.9,230.3,0.574,494.1,31.3,5,0,1
32.3,47.1,190.4,0.423,1265.6,27.1,12,0,1
16.6,28.7,123.9,0.453,1032.4,50.7,7,0,0
8.0,19.4,57.7,0.411,1761.7,43.2,17,0,1
27.4,79.2,189.1,0.503,1725.8,19.2,21,0,1
21.4,34.4,95.9,0.54,1996.9,23.2,21,0,1
33.1,45.6,120.4,0.401,3088.2,43.4,15,0,1
6.3,15.1,49.6,0.184,1439.8,24.6,2,0,0
10.3,21.5,104.1,0.577,962.2,30.6,25,0,1
0.3,3.4,9.1,0.242,191.6,10.0,0,0,0
35.1,88.2,198.1,0.442,289.5,6.9,0,0,0
1.3,3.8,36.3,0.308,872.4,31.4,1,0,0
26.2,69.8,132.5,0.423,396.7,36.9,9,0,0
0.1,0.3,11.0,0.278,61.3,4.2,0,0,0
40.5,73.2,200.1,0.437,1200.9,41.5,22,0,1
0.3,9.0,27.4,0.229,229.3,6.0,0,0,0
10.9,22.5,92.6,0.495,2650.6,51.8,25,0,1
0.1,2.2,29.1,0.147,116.1,2.4,0,0,0
10.1,67.1,225.6,0.572,1283.0,45.6,18,0,1
26.7,88.0,164.7,0.534,2149.9,46.5,20,0,0
4.3,11.4,38.6,0.306,1333.9,36.8,4,0,0
23.4,47.3,220.2,0.39,2747.2,50.1,13,0,1
33.7,98.5,190.9,0.553,163.7,13.7,1,0,0
1.1,8.0,63.3,0.335,1812.9,31.0,0,0,0
8.3,14.2,50.6,0.43,2383.7,48.7,21,0,1
1.9,7.4,51.0,0.252,2339.7,40.9,4,0,0
25.1,41.2,228.1,0.53,2296.2,42.5,12,2,1
24.1,93.4,195.7,0.424,2916.3,29.2,25,0,1
18.7,68.1,205.8,0.408,2005.2,48.2,1,0,1
30.9,76.8,231.5,0.53,1782.5,18.7,22,1,1
15.3,62.9,175.1,0.445,3105.1,34.9,11,2,1
20.7,81.8,200.0,0.438,2735.0,20.9,20,0,1
12.5,38.6,235.6,0.561,1186.2,39.4,5,0,1
10.0,21.3,52.8,0.341,2179.8,23.0,2,0,0
1.1,3.5,16.7,0.144,182.3,8.3,0,0,0
7.8,16.3,36.5,0.35,2159.9,32.0,3,0,0
24.6,36.9,211.1,0.535,2791.8,47.1,10,2,1
19.7,51.3,97.5,0.413,284.0,2.3,2,0,0
1.1,8.8,24.2,0.265,661.4,40.2,4,0,0
13.3,25.6,151.2,0.492,1462.2,42.3,7,0,1
16.4,28.6,65.1,0.492,2702.0,20.0,5,0,1
2.9,7.7,34.9,0.285,1231.4,28.4,1,0,0
29.0,76.7,218.9,0.438,2553.3,35.3,1,0,1
9.7,20.7,219.3,0.435,1574.9,27.2,20,0,1
12.8,26.7,113.0,0.572,1226.6,20.6,20,1,1
0.8,9.9,25.1,0.148,164.7,5.1,0,0,0
11.4,26.7,187.6,0.453,3191.7,37.1,6,0,1
2.6,9.7,61.6,0.267,2270.6,24.6,3,0,0
17.3,24.6,71.3,0.428,1967.0,21.2,24,0,1
19.6,26.5,184.9,0.546,1212.5,39.0,6,0,1
14.8,20.1,214.3,0.391,1827.6,42.9,16,0,1
0.5,2.2,24.6,0.211,194.3,5.1,0,0,0
0.5,1.2,6.2,0.225,147.8,6.5,0,0,0
1.3,4.4,27.9,0.318,209.7,8.0,0,0,0
26.0,33.1,232.5,0.566,2592.9,26.9,19,0,1
2.5,6.3,17.6,0.174,243.0,10.9,0,0,0
14.6,26.8,159.1,0.483,2149.4,28.1,9,1,1
1.8,6.4,43.6,0.341,1829.7,23.2,0,0,0
19.4,31.7,100.7,0.428,777.4,19.1,10,0,1
