source_key,source_row,slide_no,state,latitude,longitude,raw_text
1176:AR/CHNG/92A07/2022/061,1176,AR/CHNG/92A07/2022/061,Arunachal Pradesh,27.479141,96.403435,"1176 AR/CHNG/92A07/2022/061 Arunachal Pradesh Changlang Deban, Namdapha Natonal Park Miao-Vijyanagar road 27.479141 96.403435 Debris Slide NA"
1177:AR/WKG/83A03/2021/029,1177,AR/WKG/83A03/2021/029,Arunachal Pradesh,27.483667,92.10925,1177 AR/WKG/83A03/2021/029 Arunachal Pradesh West Kameng NH 13 Slide 26 NH 13/ N of Ngotengnang 27.483667 92.10925 Rock Slide NA
1178:AR/WKG/83A03/2021/030,1178,AR/WKG/83A03/2021/030,Arunachal Pradesh,27.496333,92.104333,1178 AR/WKG/83A03/2021/030 Arunachal Pradesh West Kameng NH 13 Slide 27 NH 13/ NW of Kalobtse Mani 27.496333 92.104333 Rock Slide NA
1179:AR/WKG/83A03/2021/031,1179,AR/WKG/83A03/2021/031,Arunachal Pradesh,27.497222,92.104667,1179 AR/WKG/83A03/2021/031 Arunachal Pradesh West Kameng NH 13 Slide 28 NH 13/ NW of Kalobtse Mani 27.497222 92.104667 Debris Slide NA
1180:AP/WK/78M14/2008/A-13,1180,AP/WK/78M14/2008/A-13,Arunachal Pradesh,27.555611,92.962194,1180 AP/WK/78M14/2008/A-13 Arunachal Pradesh West Kameng Slide at 5 km SE from Tawang 27.512278 91.875556 NA Flow 2008 1181 AR/EK/ 83A14/2020-21/01 Arunachal Pradesh East Kameng Pakke road section slide-1 Pachhi-Pakke road section 27.520111 92.997139 Rock Slide NA 1182 AR/EK/ 83A14/2020-21/10 Arunachal Pradesh East Kameng Pakke road section slide-8 Pachhi-Pakke road section 27.521083 92.995444 Debris Slide NA 1183 AR/EK/ 83A14/2020-21/26 Arunachal Pradesh East Kameng Bameng-Tayung road section slide-2 Bameng-Tayung Road 27.530556 92.959167 Rock Slide NA 1184 AR/EK/ 83A14/2020-21/25 Arunachal Pradesh East Kameng Bameng-Tayung road section slide-1 Bameng-Tayung Road 27.5335 92.964861 Rock Slide NA 1185 AR/EK/ 83A14/2020-21/30 Arunachal Pradesh East Kameng Lengri-Riang road section slide-1 Lengri Riang road from Bameng 27.535806 92.930667 Debris Slide NA 1186 AR/EK/ 83A14/2020-21/02 Arunachal Pradesh East Kameng Pakke road section slide-2 Pachhi-Pakke road section 27.538778 92.988139 Debris Slide NA 1187 AR/EK/ 83A14/2020-21/09 Arunachal Pradesh East Kameng Pakke road section slide-7 Pachhi-Pakke road section 27.539694 92.991306 Rock Fall NA 1188 AR/EK/ 83A14/2020-21/27 Arunachal Pradesh East Kameng N/A N/A 27.540917 92.949333 Debris Slide NA 1189 AR/EK/ 83A14/2020-21/29 Arunachal Pradesh East Kameng Bameng road section slide-3 Bameng road 27.542083 92.946 Debris Slide NA 1190 AR/EK/ 83A14/2020-21/28 Arunachal Pradesh East Kameng Bameng road section slide-2 Bameng road 27.542389 92.946306 Rock Slide NA 1191 AR/EK/ 83A14/2020-21/16 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-1 Pakke-Bameng Road 27.542639 92.954417 Rock Slide NA 1192 AR/EK/ 83A14/2020-21/17 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-2 Pakke-Bameng Road 27.543472 92.95525 Debris Slide NA 1193 AR/EK/ 83A14/2020-21/08 Arunachal Pradesh East Kameng Pakke road section slide-6 Pachhi-Pakke road section 27.543778 92.982806 Debris Slide NA 1194 AR/EK/ 83A14/2020-21/18 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-3 Pakke-Bameng Road 27.544667 92.958806 Debris Slide NA 1195 AR/EK/ 83A14/2020-21/03 Arunachal Pradesh East Kameng Pakke road section slide-3 Pachhi-Pakke road section 27.546278 92.981472 Rock Slide NA 1196 AR/EK/ 83A14/2020-21/04 Arunachal Pradesh East Kameng Pakke road section slide-4 Pachhi-Pakke road section 27.549389 92.979028 Rock Slide NA 1197 AR/EK/ 83A14/2020-21/19 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-4 Pakke-Bameng Road 27.550389 92.964861 Debris Slide NA 1198 AR/EK/ 83A14/2020-21/20 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-5 Pakke-Bameng Road 27.552639 92.965861 Rock Slide NA 1199 AR/EK/ 83A14/2020-21/05 Arunachal Pradesh East Kameng Pakke road section slide-5 Pachhi-Pakke road section 27.553611 92.975583 Rock Fall NA 1200 AR/EK/ 83A14/2020-21/21 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-6 Pakke-Bameng Road 27.555194 92.966222 Rock Slide NA 1201 AR/EK/ 83A14/2020-21/24 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-9 Pakke-Bameng Road 27.555389 92.960778 Debris Slide NA 1202 AR/EK/ 83A14/2020-21/22 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-7 Pakke-Bameng Road 27.555583 92.963028 Rock Slide NA 1203 AR/EK/ 83A14/2020-21/23 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-8 Pakke-Bameng Road 27.555611 92.962194 Debris Slide NA
1204:AR/KD/82E/10/2018/01,1204,AR/KD/82E/10/2018/01,Arunachal Pradesh,27.5806,93.6348,"1204 AR/KD/82E/10/2018/01 Arunachal Pradesh Kra Daadi Deed- New Palin State Highway, Deed to New Palin road 27.5806 93.6348 Debris Flow NA"
1205:AR/KP/83E16/2018/02,1205,AR/KP/83E16/2018/02,Arunachal Pradesh,27.1929,93.7802,1205 AR/KP/83E16/2018/02 Arunachal Pradesh Papum Pare Yupia-Midpu NH713A 27.1929 93.7802 Debris Slide NA
1209:ARN/Papumpare/83E12/2020/0,1209,ARN/Papumpare/83E12/2020/0,Arunachal Pradesh,27.08130556,93.61283333,"1209 ARN/Papumpare/83E12/2020/0 1 Arunachal Pradesh Papum Pare Donyi Slide Near Jollang Road, 2.5 km east of Itanagar City 27.08130556 93.61283333 Unconsolidated rock debris and sandy soil. Translation (Debris flow) 25 June 2020"
1213:AR/83E/12/2021/2,1213,AR/83E/12/2021/2,Arunachal Pradesh,27.09589,93.62284,"1213 AR/83E/12/2021/2 Arunachal Pradesh Papum Pare D-Sector NH415, Itanagar city 27.09589 93.62284 Debris/unconsolidat ed materials Debris slide NA"
1214:AR/83E/12/2021/03,1214,AR/83E/12/2021/03,Arunachal Pradesh,27.083117,93.601735,"1214 AR/83E/12/2021/03 Arunachal Pradesh Papum Pare Chandranagar NH415, Chandranagar, Itanagar 27.083117 93.601735 Debris and unconsolidated material Debris slide NA"
1215:AR/PP/83E/12/2018/04,1215,AR/PP/83E/12/2018/04,Arunachal Pradesh,27.08155,93.61438,"1215 AR/PP/83E/12/2018/04 Arunachal Pradesh Papum Pare Donyi-Ruchi Circular road, Ganga market- Jollang circular 27.08155 93.61438 Debris/unconsolidat ed material Debris slide NA"
1216:AR/83E/12/2021/05,1216,AR/83E/12/2021/05,Arunachal Pradesh,27.10375,93.61529,1216 AR/83E/12/2021/05 Arunachal Pradesh Papum Pare Sanki-I Mow2-Senkiview road section 27.10375 93.61529 Debris Debris slide NA
1217:AR/83E/12/2018/06,1217,AR/83E/12/2018/06,Arunachal Pradesh,27.10215,93.61371,1217 AR/83E/12/2018/06 Arunachal Pradesh Papum Pare Sanki-II MowII-Senkicircular road 27.10215 93.61371 Debris/unconsolidat ed material Debris slide NA
1218:ARN/TWG/FM/2016-17/01,1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,27.58741667,91.88694444,1218 ARN/TWG/FM/2016-17/01 Arunachal Pradesh Tawang Famla Slide 27.58741667 91.88694444 Debris Slide 22 April 2016
1219:ARN/TWG/FM/2016-17/02,1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,27.58741667,91.88694444,1219 ARN/TWG/FM/2016-17/02 Arunachal Pradesh Tawang Famla Slide 27.58741667 91.88694444 Earth / soil Slide 22 April 2016
1220:ARN/TWG/NYD/2016-17/06,1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,27.59152778,91.88044444,1220 ARN/TWG/NYD/2016-17/06 Arunachal Pradesh Tawang Nyungmadung Slide 27.59152778 91.88044444 Earth / soil Flows 23 April 2016
1221:ARN/TWG/RBR/2016-17/17,1221,ARN/TWG/RBR/2016-17/17,Arunachal Pradesh,27.58647222,91.89636111,1221 ARN/TWG/RBR/2016-17/17 Arunachal Pradesh Tawang Rabrang Sinking zone 27.58647222 91.89636111 Earth/Soil/Debris Sinking/subside nce NA
1222:ARN/TWG/KHT/2016-17/20,1222,ARN/TWG/KHT/2016-17/20,Arunachal Pradesh,27.50994444,91.85486111,1222 ARN/TWG/KHT/2016-17/20 Arunachal Pradesh Tawang Khangteng Slide 27.50994444 91.85486111 Earth Slide 2016
1223:ARN/TWNG/78M14/2016/0015,1223,ARN/TWNG/78M14/2016/0015,Arunachal Pradesh,27.574306,92.999556,"1223 ARN/TWNG/78M14/2016/0015 Arunachal Pradesh Tawang Khardung slide 2016 27.561083 91.911528 Debris Slide 2016 1224 AR/EK/ 83A14/2020-21/31 Arunachal Pradesh East Kameng Pakke-Bameng road section slide-10 Pakke-Bameng road, east of Tara village 27.561111 92.965278 Rock Slide NA 1225 AR/EK/ 83A14/2020-21/32 Arunachal Pradesh East Kameng Pakke-Chayang Tajo road section slide- 3 Pakke-Chayang Tajo road 27.562917 92.983139 Debris Slide NA 1226 AR/EK/ 83A14/2020-21/11 Arunachal Pradesh East Kameng Pakke-Tara road section slide-1 Pakke-Bameng road section 27.563167 92.975139 Rock Slide NA 1227 AR/EK/ 83A14/2020-21/12 Arunachal Pradesh East Kameng Pakke-Tara road section slide-2 Pakke-Bameng road section 27.566131 92.973072 Debris Slide NA 1228 AR/EK/ 83A14/2020-21/13 Arunachal Pradesh East Kameng Pakke-Tara road section slide-3 Pakke-Bameng road section 27.566611 92.967639 Debris Slide NA 1229 AR/EK/ 83A14/2020-21/06 Arunachal Pradesh East Kameng Pachi-Chayang Tajo road section slide- 1 Pachi-Chayang Tajo road section 27.568028 92.993944 Rock Slide NA 1230 AR/EK/ 83A14/2020-21/14 Arunachal Pradesh East Kameng Pakke-Tara road section slide-4 Pakke-Bameng road section 27.568778 92.966583 Debris Slide NA 1231 AR/EK/ 83A14/2020-21/15 Arunachal Pradesh East Kameng Pakke-Tara road section slide-5 Pakke-Bameng road section 27.571111 92.965556 Rock Slide NA 1232 AR/EK/ 83A14/2020-21/07 Arunachal Pradesh East Kameng Pachi-Chayang Tajo road section slide- 2 Pachi-Chayang Tajo road section 27.574306 92.999556 Debris Slide NA"
1234:ARN/TWNG/78M14/2016/0018,1234,ARN/TWNG/78M14/2016/0018,Arunachal Pradesh,27.579,91.868639,1234 ARN/TWNG/78M14/2016/0018 Arunachal Pradesh Tawang Dumgin Road sinking 27.579 91.868639 NA Subsidence 2016
1237:AP/TAW/78M14-SE/2009-10/AR-,1237,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,27.584639,91.860917,1237 AP/TAW/78M14-SE/2009-10/AR- 1B Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris NA
1238:AP/TAW/78M14-SE/2009-10/AR-,1238,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,27.584639,91.860917,1238 AP/TAW/78M14-SE/2009-10/AR- 1C Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris NA
1239:AP/TAW/78M14-SE/2009-10/AR-,1239,AP/TAW/78M14-SE/2009-10/AR-,Arunachal Pradesh,27.584639,91.860917,1239 AP/TAW/78M14-SE/2009-10/AR- 1A Arunachal Pradesh Tawang Tawang Monastery/Arunachal Pradesh 27.584639 91.860917 Rock cum Debris NA
1240:ARN/TWNG/787M14/2016/002,1240,ARN/TWNG/787M14/2016/002,Arunachal Pradesh,27.586694,91.871444,1240 ARN/TWNG/787M14/2016/002 1 Arunachal Pradesh Tawang Khremithang slide 27.586694 91.871444 NA Slide 2016
1241:ARN/TWNG/78M14/2016/0001,1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,27.587417,91.886944,1241 ARN/TWNG/78M14/2016/0001 Arunachal Pradesh Tawang Famla Slide 27.587417 91.886944 Debris Slide 22 April 2016
1242:ARN/TWNG/78M14/2016/0002,1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,27.587417,91.886944,1242 ARN/TWNG/78M14/2016/0002 Arunachal Pradesh Tawang Famla Slide 27.587417 91.886944 NA Slide 22 April 2016
1243:ARN/TWNG/78M14/2016/0016,1243,ARN/TWNG/78M14/2016/0016,Arunachal Pradesh,27.587611,91.894167,1243 ARN/TWNG/78M14/2016/0016 Arunachal Pradesh Tawang Bomdir Supply Slide (Army) 27.587611 91.894167 Debris Slide 2016
1244:ARN/TWG/78M14/2016/0028,1244,ARN/TWG/78M14/2016/0028,Arunachal Pradesh,27.589,91.873194,1244 ARN/TWG/78M14/2016/0028 Arunachal Pradesh Tawang Govt. Girl Hr. Sec. School Slide Locality 27.589 91.873194 Earth Slide 2016
1245:ARN/TWNG/78M14/2016/0019,1245,ARN/TWNG/78M14/2016/0019,Arunachal Pradesh,27.58925,91.795667,1245 ARN/TWNG/78M14/2016/0019 Arunachal Pradesh Tawang Thongleng Slide 27.58925 91.795667 Rock cum Debris Slide 2016
1246:ARN/TWNG/78M14/2016/0022,1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,27.589417,91.861444,1246 ARN/TWNG/78M14/2016/0022 Arunachal Pradesh Tawang New Lebrang slide 27.589417 91.861444 NA Slide 23 April 2016
1247:ARN/TWNG/78M14/2016/0007,1247,ARN/TWNG/78M14/2016/0007,Arunachal Pradesh,27.589889,91.881194,"1247 ARN/TWNG/78M14/2016/0007 Arunachal Pradesh Tawang Nyungmadung Slide near 4, 55 Bn. ITBP camp 27.589889 91.881194 NA Slide 2016"
1248:ARN/TWG/78M14/2016/0029,1248,ARN/TWG/78M14/2016/0029,Arunachal Pradesh,27.590556,91.867667,1248 ARN/TWG/78M14/2016/0029 Arunachal Pradesh Tawang New Market Sinking zone Locality 27.590556 91.867667 Debris Subsidence 2016
1249:ARN/TWG/78M14/2016/0030,1249,ARN/TWG/78M14/2016/0030,Arunachal Pradesh,27.590639,91.876806,1249 ARN/TWG/78M14/2016/0030 Arunachal Pradesh Tawang WRD Slide (North) Locality 27.590639 91.876806 Earth Slide 2016
1250:ARN/TWG/78M14/2016/0031,1250,ARN/TWG/78M14/2016/0031,Arunachal Pradesh,27.590639,91.876806,1250 ARN/TWG/78M14/2016/0031 Arunachal Pradesh Tawang WRD Slide (South) Locality 27.590639 91.876806 Debris Slide 2016
1251:ARN/TWNG/78M14/2016/0004,1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,27.591389,91.9025,1251 ARN/TWNG/78M14/2016/0004 Arunachal Pradesh Tawang Namet Slide 27.591389 91.9025 Rock cum Debris Slide 23 April 2016
1252:AR/WKG/78M14/2021/001,1252,AR/WKG/78M14/2021/001,Arunachal Pradesh,27.591417,91.973083,1252 AR/WKG/78M14/2021/001 Arunachal Pradesh Tawang NH 13 Slide 34 NH 13/ S of Jangda 27.591417 91.973083 Soil Slide NA
1253:ARN/TWNG/78M14/2016/0006,1253,ARN/TWNG/78M14/2016/0006,Arunachal Pradesh,27.591528,91.880444,1253 ARN/TWNG/78M14/2016/0006 Arunachal Pradesh Tawang Nyungmadung Slide 27.591528 91.880444 NA Flow 2016
1254:ARN/TWNG/78M14/2016/0008,1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,27.591806,91.865028,1254 ARN/TWNG/78M14/2016/0008 Arunachal Pradesh Tawang All India Radio Colony Slide 27.591806 91.865028 NA Fall 22 April 2016
1255:ARN/TWNG/78M14/2016/0009,1255,ARN/TWNG/78M14/2016/0009,Arunachal Pradesh,27.591833,91.865056,1255 ARN/TWNG/78M14/2016/0009 Arunachal Pradesh Tawang Rubrang Slide 27.591833 91.865056 Debris Flow 2016
1256:ARN/TWNG/78M14/2016/0011,1256,ARN/TWNG/78M14/2016/0011,Arunachal Pradesh,27.592639,91.867528,1256 ARN/TWNG/78M14/2016/0011 Arunachal Pradesh Tawang Topon Colony slide 27.592639 91.867528 NA Slide 2016
1257:ARN/TWNG/78M14/2016/0012,1257,ARN/TWNG/78M14/2016/0012,Arunachal Pradesh,27.592667,91.866222,1257 ARN/TWNG/78M14/2016/0012 Arunachal Pradesh Tawang Rubray (Shyo) Slide 27.592667 91.866222 Debris Flow 2016
1258:ARN/TWNG/78M14/2016/0010,1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,27.593139,91.873889,1258 ARN/TWNG/78M14/2016/0010 Arunachal Pradesh Tawang D.C. & S. P. Bungalows Slide 27.593139 91.873889 NA Slide 22 April 2016
1259:ARN/TWNG/78M14/2016/0023,1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,27.593361,91.879444,1259 ARN/TWNG/78M14/2016/0023 Arunachal Pradesh Tawang Changpu sinking zone 27.593361 91.879444 NA Subsidence 23 April 2016
1260:ARN/TWNG/78M14/2016/0013,1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,27.594833,91.866417,1260 ARN/TWNG/78M14/2016/0013 Arunachal Pradesh Tawang Duda Slide (District Urban Development Authority Colony) 27.594833 91.866417 Debris Slide 22 April 2016
1261:ARN/TWNG/78M14/2016/0014,1261,ARN/TWNG/78M14/2016/0014,Arunachal Pradesh,27.594861,91.866444,1261 ARN/TWNG/78M14/2016/0014 Arunachal Pradesh Tawang MG Road slide 27.594861 91.866444 NA Fall 2016
1262:ARN/TWNG/78M14/2016/0003,1262,ARN/TWNG/78M14/2016/0003,Arunachal Pradesh,27.595167,91.895444,1262 ARN/TWNG/78M14/2016/0003 Arunachal Pradesh Tawang Shyinteng slide 27.595167 91.895444 Debris Slide 2016
1263:ARN/TWNG/78M14/2016/0005,1263,ARN/TWNG/78M14/2016/0005,Arunachal Pradesh,27.596278,91.894333,1263 ARN/TWNG/78M14/2016/0005 Arunachal Pradesh Tawang Khinmai Monastery slide 27.596278 91.894333 Debris Slide 2016
1264:ARN/TWNG/78M14/2016/0024,1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,27.596639,91.878972,1264 ARN/TWNG/78M14/2016/0024 Arunachal Pradesh Tawang SSB Colony slide 27.596639 91.878972 Debris Slide 23 April 2016
1265:ARN/TWNG/78M14/2016/0025,1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,27.596639,91.878972,1265 ARN/TWNG/78M14/2016/0025 Arunachal Pradesh Tawang Q.M. Store slide 27.596639 91.878972 Debris Slide 23 April 2016
1266:ARN/TWG/78M14/2016/0026,1266,ARN/TWG/78M14/2016/0026,Arunachal Pradesh,27.599,91.876528,1266 ARN/TWG/78M14/2016/0026 Arunachal Pradesh Tawang SSB Workshop (South) Locality 27.599 91.876528 Debris Slide 2016
1267:ARN/TWG/78M14/2016/0027,1267,ARN/TWG/78M14/2016/0027,Arunachal Pradesh,27.599806,91.876111,1267 ARN/TWG/78M14/2016/0027 Arunachal Pradesh Tawang SSB Workshop (North) Locality 27.599806 91.876111 Debris Slide 2016
1268:AP/LSB/83E14/2021/35,1268,AP/LSB/83E14/2021/35,Arunachal Pradesh,27.62225,93.840778,1268 AP/LSB/83E14/2021/35 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 2 Ziro-Raga 27.62225 93.840778 Debris Slide NA
1269:AP/LSB/83E14/2021/34,1269,AP/LSB/83E14/2021/34,Arunachal Pradesh,27.622972,93.841361,1269 AP/LSB/83E14/2021/34 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 1 Ziro-Raga 27.622972 93.841361 Debris Slide NA
1270:AP/KRA/83E10/2021/33,1270,AP/KRA/83E10/2021/33,Arunachal Pradesh,27.637611,93.637722,1270 AP/KRA/83E10/2021/33 Arunachal Pradesh Kra Daadi Palin Road slide 2 Palin Road 27.637611 93.637722 Debris Slide NA
1271:AP/LSB/83E14/2021/36,1271,AP/LSB/83E14/2021/36,Arunachal Pradesh,27.63825,93.857583,1271 AP/LSB/83E14/2021/36 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 3 Ziro-Raga 27.63825 93.857583 Debris Slide NA
1272:AP/LSB/83E14/2021/37,1272,AP/LSB/83E14/2021/37,Arunachal Pradesh,27.649194,93.874,1272 AP/LSB/83E14/2021/37 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 4 Ziro-Raga 27.649194 93.874 Debris Slide NA
1273:AP/KRA/83E10/2021/32,1273,AP/KRA/83E10/2021/32,Arunachal Pradesh,27.652167,93.632417,1273 AP/KRA/83E10/2021/32 Arunachal Pradesh Kra Daadi Palin Road slide 1 Palin Road 27.652167 93.632417 Debris Slide NA
1274:AP/LSB/83E14/2021/38,1274,AP/LSB/83E14/2021/38,Arunachal Pradesh,27.656,93.877472,1274 AP/LSB/83E14/2021/38 Arunachal Pradesh Lower Subansiri 13 km North of Ziro North of Ziro 27.656 93.877472 Soil Slide NA
1275:AP/WSG/83I09/2021/118,1275,AP/WSG/83I09/2021/118,Arunachal Pradesh,27.662194,94.702667,1275 AP/WSG/83I09/2021/118 Arunachal Pradesh West Siang Likabali petrol pump slide Likabali petrol pump 27.662194 94.702667 Debris Slide NA
1276:AP/WSG/83I09/2021/117,1276,AP/WSG/83I09/2021/117,Arunachal Pradesh,27.664972,94.693861,1276 AP/WSG/83I09/2021/117 Arunachal Pradesh West Siang Likabali road slide 3 Likabali road 27.664972 94.693861 Debris Slide NA
1277:AP/LSB/83E14/2021/40,1277,AP/LSB/83E14/2021/40,Arunachal Pradesh,27.665417,93.892222,1277 AP/LSB/83E14/2021/40 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 2 Ziro-Raga 27.665417 93.892222 Debris Slide NA
1278:AP/LSB/83E14/2021/39,1278,AP/LSB/83E14/2021/39,Arunachal Pradesh,27.666556,93.891861,1278 AP/LSB/83E14/2021/39 Arunachal Pradesh Lower Subansiri Ziro-Raga slide 1 Ziro-Raga 27.666556 93.891861 Debris Slide NA
1279:AP/KRA/83E10/2021/31,1279,AP/KRA/83E10/2021/31,Arunachal Pradesh,27.668278,93.629472,1279 AP/KRA/83E10/2021/31 Arunachal Pradesh Kra Daadi Palin-Yazuli road slide Palin-Yazuli road 27.668278 93.629472 Debris Slide NA
1280:AP/KRA/83E10/2021/30,1280,AP/KRA/83E10/2021/30,Arunachal Pradesh,27.668611,93.63,1280 AP/KRA/83E10/2021/30 Arunachal Pradesh Kra Daadi Potin-Ziro road slide Potin-Ziro road 27.668611 93.63 Debris Slide NA
1281:AP/WSG/83I09/2021/116,1281,AP/WSG/83I09/2021/116,Arunachal Pradesh,27.683889,94.682444,1281 AP/WSG/83I09/2021/116 Arunachal Pradesh West Siang Likabali road slide 2 Likabali road 27.683889 94.682444 Rock Slide NA
1282:AP/WSG/83I09/2021/115,1282,AP/WSG/83I09/2021/115,Arunachal Pradesh,27.688,94.67875,1282 AP/WSG/83I09/2021/115 Arunachal Pradesh West Siang Likabali road slide 1 Likabali road 27.688 94.67875 Rock Slide NA
1283:AP/WSG/83I09/2021/114,1283,AP/WSG/83I09/2021/114,Arunachal Pradesh,27.688583,94.681,1283 AP/WSG/83I09/2021/114 Arunachal Pradesh West Siang NE of Likabali Police check-post slide NE of Likabali Police check-post 27.688583 94.681 Rock Slide NA
1284:ARN/KRA/83E10/2017,1284,ARN/KRA/83E10/2017,Arunachal Pradesh,27.690111,93.632556,1284 ARN/KRA/83E10/2017 Arunachal Pradesh Kra Daadi Palin landslide Palin village 27.690111 93.632556 Debris Slide 2017
1285:AP/WSG/83I09/2021/113,1285,AP/WSG/83I09/2021/113,Arunachal Pradesh,27.703222,94.67275,1285 AP/WSG/83I09/2021/113 Arunachal Pradesh West Siang Magi-Likabali road section slide 2 Magi-Likabali road section 27.703222 94.67275 Rock Slide NA
1286:AP/WSG/83I09/2021/112,1286,AP/WSG/83I09/2021/112,Arunachal Pradesh,27.70625,94.673833,1286 AP/WSG/83I09/2021/112 Arunachal Pradesh West Siang Magi-Likabali road section slide 1 Magi-Likabali road section 27.70625 94.673833 Rock Slide NA
1287:AP/WSG/83I09/2021/102,1287,AP/WSG/83I09/2021/102,Arunachal Pradesh,27.720444,94.721528,1287 AP/WSG/83I09/2021/102 Arunachal Pradesh West Siang Garu-Siji road section slide 1 Garu-Siji road section 27.720444 94.721528 Rock Slide NA
1288:AP/KM/83I01/2021/8,1288,AP/KM/83I01/2021/8,Arunachal Pradesh,27.751917,94.023472,1288 AP/KM/83I01/2021/8 Arunachal Pradesh Kamle East of Tamen Suspension Bridge slide 2 E of Tamen bridge 27.751917 94.023472 Debris Slide NA
1289:AP/WSG/83I09/2021/111,1289,AP/WSG/83I09/2021/111,Arunachal Pradesh,27.752611,94.7175,1289 AP/WSG/83I09/2021/111 Arunachal Pradesh West Siang Garu-Siji road section slide 9 Garu-Siji road section 27.752611 94.7175 Rock Slide NA
1290:AP/KM/83I01/2021/7,1290,AP/KM/83I01/2021/7,Arunachal Pradesh,27.754056,94.018528,1290 AP/KM/83I01/2021/7 Arunachal Pradesh Kamle East of Tamen Suspension Bridge slide1 E of Tamen Suspension Bridge 27.754056 94.018528 Debris Slide NA
1291:AP/WSG/83I09/2021/110,1291,AP/WSG/83I09/2021/110,Arunachal Pradesh,27.754806,94.715444,1291 AP/WSG/83I09/2021/110 Arunachal Pradesh West Siang Garu-Siji road section slide 8 Garu-Siji road section 27.754806 94.715444 Rock Slide NA
1292:AP/KD/83E09/2021/46,1292,AP/KD/83E09/2021/46,Arunachal Pradesh,27.756511,93.417861,1292 AP/KD/83E09/2021/46 Arunachal Pradesh Kra Daadi West of Taya slide 1 W of Taya 27.756511 93.417861 Debris Slide NA
1293:AP/KD/83E09/2021/45,1293,AP/KD/83E09/2021/45,Arunachal Pradesh,27.756778,93.436761,1293 AP/KD/83E09/2021/45 Arunachal Pradesh Kra Daadi West of Taya slide 2 W of Taya 27.756778 93.436761 soil Slide NA
1294:AP/WSG/83I09/2021/109,1294,AP/WSG/83I09/2021/109,Arunachal Pradesh,27.757417,94.716167,1294 AP/WSG/83I09/2021/109 Arunachal Pradesh West Siang Siji Camp slide NE of Siji Camp 27.757417 94.716167 Rock Slide NA
1295:AP/LS/83E09/2021/05,1295,AP/LS/83E09/2021/05,Arunachal Pradesh,27.758611,93.997222,1295 AP/LS/83E09/2021/05 Arunachal Pradesh Lower Subansiri Tamen slide 2 Near Tamen 27.758611 93.997222 Debris Slide NA
1296:AP/KD/83E09/2021/42,1296,AP/KD/83E09/2021/42,Arunachal Pradesh,27.758806,93.609167,1296 AP/KD/83E09/2021/42 Arunachal Pradesh Kra Daadi Near Dabo slide 2 Near Dabo 27.758806 93.609167 Debris Slide NA
1297:AP/KM/83I01/2021/9,1297,AP/KM/83I01/2021/9,Arunachal Pradesh,27.758889,94.059833,1297 AP/KM/83I01/2021/9 Arunachal Pradesh Kamle 3km SE of Raga Village slide SE of Raga Village 27.758889 94.059833 Rock Slide NA
1298:AP/KM/83I01/2021/6,1298,AP/KM/83I01/2021/6,Arunachal Pradesh,27.759361,94.047083,1298 AP/KM/83I01/2021/6 Arunachal Pradesh Kamle 4km S of Raga Village slide S of Raga Village 27.759361 94.047083 Rock Slide NA
1299:AP/WSG/83I09/2021/108,1299,AP/WSG/83I09/2021/108,Arunachal Pradesh,27.759556,94.712333,1299 AP/WSG/83I09/2021/108 Arunachal Pradesh West Siang Garu-Siji road section slide 7 Garu-Siji road section 27.759556 94.712333 Rock Slide NA
